,Confirmed,Country/Region,Date,Deaths,Last Update,Latitude,Longitude,Province/State,Recovered,Active,Closed
1483,1.0,United States,02-14-2020,0.0,2020-02-01 19:43:03,,,"Boston, MA",0.0,1.0,0.0
1484,1.0,United States,02-14-2020,0.0,2020-02-01 19:53:03,,,"Los Angeles, CA",0.0,1.0,0.0
1485,1.0,United States,02-14-2020,0.0,2020-02-05 21:53:02,,,"Madison, WI",0.0,1.0,0.0
1486,1.0,United States,02-14-2020,0.0,2020-02-01 19:53:03,,,"Orange, CA",0.0,1.0,0.0
1487,1.0,United States,02-14-2020,0.0,2020-02-13 18:53:02,,,"San Antonio, TX",0.0,1.0,0.0
1488,1.0,United States,02-14-2020,0.0,2020-02-09 07:03:04,,,"Seattle, WA",1.0,0.0,1.0
1489,1.0,United States,02-14-2020,0.0,2020-02-01 19:43:03,,,"Tempe, AZ",0.0,1.0,0.0
1490,56249.0,China,02-15-2020,1596.0,2020-02-15 23:13:05,,,Hubei,5623.0,49030.0,7219.0
1491,1294.0,China,02-15-2020,2.0,2020-02-15 14:03:04,,,Guangdong,410.0,882.0,412.0
1492,1212.0,China,02-15-2020,13.0,2020-02-15 12:13:08,,,Henan,391.0,808.0,404.0
1493,1162.0,China,02-15-2020,0.0,2020-02-15 11:23:17,,,Zhejiang,428.0,734.0,428.0
1494,1001.0,China,02-15-2020,2.0,2020-02-15 13:03:04,,,Hunan,425.0,574.0,427.0
1495,950.0,China,02-15-2020,6.0,2020-02-15 12:13:08,,,Anhui,221.0,723.0,227.0
1496,913.0,China,02-15-2020,1.0,2020-02-15 01:33:02,,,Jiangxi,210.0,702.0,211.0
1497,604.0,China,02-15-2020,0.0,2020-02-15 12:13:08,,,Jiangsu,186.0,418.0,186.0
1498,544.0,China,02-15-2020,5.0,2020-02-15 23:23:07,,,Chongqing,184.0,355.0,189.0
1499,532.0,China,02-15-2020,2.0,2020-02-15 11:23:17,,,Shandong,156.0,374.0,158.0
1500,470.0,China,02-15-2020,1.0,2020-02-15 08:43:03,,,Sichuan,119.0,350.0,120.0
1501,425.0,China,02-15-2020,11.0,2020-02-15 11:43:01,,,Heilongjiang,68.0,346.0,79.0
1502,375.0,China,02-15-2020,4.0,2020-02-15 09:53:01,,,Beijing,98.0,273.0,102.0
1503,326.0,China,02-15-2020,1.0,2020-02-15 03:13:06,,,Shanghai,124.0,201.0,125.0
1504,291.0,China,02-15-2020,3.0,2020-02-15 13:03:04,,,Hebei,101.0,187.0,104.0
1505,285.0,China,02-15-2020,0.0,2020-02-15 13:03:04,,,Fujian,71.0,214.0,71.0
1506,285.0,Ship,02-15-2020,0.0,2020-02-15 17:03:04,,,Diamond Princess cruise ship,0.0,285.0,0.0
1507,235.0,China,02-15-2020,2.0,2020-02-15 06:33:01,,,Guangxi,44.0,189.0,46.0
1508,232.0,China,02-15-2020,0.0,2020-02-15 12:13:08,,,Shaanxi,60.0,172.0,60.0
1509,168.0,China,02-15-2020,0.0,2020-02-15 06:33:01,,,Yunnan,42.0,126.0,42.0
1510,162.0,China,02-15-2020,4.0,2020-02-15 11:23:17,,,Hainan,39.0,119.0,43.0
1511,143.0,China,02-15-2020,1.0,2020-02-15 14:53:04,,,Guizhou,41.0,101.0,42.0
1512,128.0,China,02-15-2020,0.0,2020-02-15 23:13:05,,,Shanxi,46.0,82.0,46.0
1513,122.0,China,02-15-2020,3.0,2020-02-15 13:43:01,,,Tianjin,37.0,82.0,40.0
1514,119.0,China,02-15-2020,1.0,2020-02-15 09:53:01,,,Liaoning,31.0,87.0,32.0
1515,90.0,China,02-15-2020,2.0,2020-02-15 12:13:08,,,Gansu,49.0,39.0,51.0
1516,88.0,China,02-15-2020,1.0,2020-02-15 12:13:08,,,Jilin,26.0,61.0,27.0
1517,72.0,Singapore,02-15-2020,0.0,2020-02-15 23:53:02,,,NA,18.0,54.0,18.0
1518,70.0,China,02-15-2020,0.0,2020-02-15 08:43:03,,,Ningxia,33.0,37.0,33.0
1519,70.0,China,02-15-2020,1.0,2020-02-15 09:53:01,,,Xinjiang,10.0,59.0,11.0
1520,68.0,China,02-15-2020,0.0,2020-02-15 14:03:04,,,Inner Mongolia,7.0,61.0,7.0
1521,56.0,Hong Kong,02-15-2020,1.0,2020-02-14 09:03:12,,,Hong Kong,1.0,54.0,2.0
1522,43.0,Japan,02-15-2020,1.0,2020-02-15 17:43:06,,,NA,12.0,30.0,13.0
1523,33.0,Thailand,02-15-2020,0.0,2020-02-13 17:53:03,,,NA,12.0,21.0,12.0
1524,28.0,South Korea,02-15-2020,0.0,2020-02-15 23:33:02,,,NA,9.0,19.0,9.0
1525,22.0,Malaysia,02-15-2020,0.0,2020-02-15 23:43:02,,,NA,7.0,15.0,7.0
1526,18.0,China,02-15-2020,0.0,2020-02-15 08:43:03,,,Qinghai,13.0,5.0,13.0
1527,18.0,Taiwan,02-15-2020,0.0,2020-02-15 03:43:02,,,Taiwan,2.0,16.0,2.0
1528,16.0,Germany,02-15-2020,0.0,2020-02-13 15:13:11,,,NA,1.0,15.0,1.0
1529,16.0,Vietnam,02-15-2020,0.0,2020-02-13 06:33:02,,,NA,7.0,9.0,7.0
1530,12.0,France,02-15-2020,1.0,2020-02-15 20:53:02,,,NA,4.0,7.0,5.0
1531,10.0,Macau,02-15-2020,0.0,2020-02-13 14:13:06,,,Macau,3.0,7.0,3.0
1532,9.0,United Kingdom,02-15-2020,0.0,2020-02-12 19:03:06,,,NA,1.0,8.0,1.0
1533,8.0,United Arab Emirates,02-15-2020,0.0,2020-02-15 06:03:03,,,NA,3.0,5.0,3.0
1534,5.0,Australia,02-15-2020,0.0,2020-02-09 19:33:02,,,Queensland,0.0,5.0,0.0
1535,4.0,Australia,02-15-2020,0.0,2020-02-13 17:53:03,,,New South Wales,4.0,0.0,4.0
1536,4.0,Australia,02-15-2020,0.0,2020-02-13 17:53:03,,,Victoria,4.0,0.0,4.0
1537,4.0,Canada,02-15-2020,0.0,2020-02-07 05:43:03,,,British Columbia,0.0,4.0,0.0
1538,3.0,India,02-15-2020,0.0,2020-02-13 18:53:02,,,NA,0.0,3.0,0.0
1539,3.0,Italy,02-15-2020,0.0,2020-02-07 17:53:02,,,NA,0.0,3.0,0.0
1540,3.0,Philippines,02-15-2020,1.0,2020-02-12 07:43:02,,,NA,1.0,1.0,2.0
1541,2.0,Australia,02-15-2020,0.0,2020-02-02 22:33:07,,,South Australia,0.0,2.0,0.0
1542,2.0,Canada,02-15-2020,0.0,2020-02-04 00:13:06,,,"Toronto, ON",0.0,2.0,0.0
1543,2.0,Russia,02-15-2020,0.0,2020-02-12 14:43:03,,,NA,2.0,0.0,2.0
1544,2.0,Spain,02-15-2020,0.0,2020-02-15 17:23:04,,,NA,2.0,0.0,2.0
1545,2.0,United States,02-15-2020,0.0,2020-02-09 19:03:03,,,"Chicago, IL",2.0,0.0,2.0
1546,2.0,United States,02-15-2020,0.0,2020-02-03 03:53:02,,,"San Benito, CA",0.0,2.0,0.0
1547,2.0,United States,02-15-2020,0.0,2020-02-13 03:13:08,,,"San Diego County, CA",0.0,2.0,0.0
1548,2.0,United States,02-15-2020,0.0,2020-02-03 00:43:02,,,"Santa Clara, CA",0.0,2.0,0.0
1549,1.0,Belgium,02-15-2020,0.0,2020-02-04 15:43:02,,,NA,0.0,1.0,0.0
1550,1.0,Cambodia,02-15-2020,0.0,2020-02-12 07:43:02,,,NA,1.0,0.0,1.0
1551,1.0,Canada,02-15-2020,0.0,2020-02-12 18:53:03,,,"London, ON",1.0,0.0,1.0
1552,1.0,Egypt,02-15-2020,0.0,2020-02-14 23:53:02,,,NA,0.0,1.0,0.0
1553,1.0,Finland,02-15-2020,0.0,2020-02-12 00:03:12,,,NA,1.0,0.0,1.0
1554,1.0,China,02-15-2020,0.0,2020-02-12 06:43:02,,,Tibet,1.0,0.0,1.0
1555,1.0,Nepal,02-15-2020,0.0,2020-02-12 14:43:03,,,NA,1.0,0.0,1.0
1556,1.0,Sri Lanka,02-15-2020,0.0,2020-02-08 03:43:03,,,NA,1.0,0.0,1.0
1557,1.0,Sweden,02-15-2020,0.0,2020-02-01 02:13:26,,,NA,0.0,1.0,0.0
1558,1.0,United States,02-15-2020,0.0,2020-02-01 19:43:03,,,"Boston, MA",0.0,1.0,0.0
1559,1.0,United States,02-15-2020,0.0,2020-02-01 19:53:03,,,"Los Angeles, CA",0.0,1.0,0.0
1560,1.0,United States,02-15-2020,0.0,2020-02-05 21:53:02,,,"Madison, WI",0.0,1.0,0.0
1561,1.0,United States,02-15-2020,0.0,2020-02-01 19:53:03,,,"Orange, CA",0.0,1.0,0.0
1562,1.0,United States,02-15-2020,0.0,2020-02-13 18:53:02,,,"San Antonio, TX",0.0,1.0,0.0
1563,1.0,United States,02-15-2020,0.0,2020-02-09 07:03:04,,,"Seattle, WA",1.0,0.0,1.0
1564,1.0,United States,02-15-2020,0.0,2020-02-01 19:43:03,,,"Tempe, AZ",0.0,1.0,0.0
1565,58182.0,China,02-16-2020,1696.0,2020-02-16 23:53:01,,,Hubei,6639.0,49847.0,8335.0
1566,1316.0,China,02-16-2020,2.0,2020-02-16 12:03:06,,,Guangdong,465.0,849.0,467.0
1567,1231.0,China,02-16-2020,13.0,2020-02-16 13:53:03,,,Henan,440.0,778.0,453.0
1568,1167.0,China,02-16-2020,0.0,2020-02-16 09:33:02,,,Zhejiang,456.0,711.0,456.0
1569,1004.0,China,02-16-2020,3.0,2020-02-16 13:13:04,,,Hunan,464.0,537.0,467.0
1570,962.0,China,02-16-2020,6.0,2020-02-16 08:33:02,,,Anhui,255.0,701.0,261.0
1571,925.0,China,02-16-2020,1.0,2020-02-16 10:03:06,,,Jiangxi,240.0,684.0,241.0
1572,617.0,China,02-16-2020,0.0,2020-02-16 09:33:02,,,Jiangsu,218.0,399.0,218.0
1573,551.0,China,02-16-2020,5.0,2020-02-16 23:53:01,,,Chongqing,207.0,339.0,212.0
1574,537.0,China,02-16-2020,2.0,2020-02-16 12:03:06,,,Shandong,173.0,362.0,175.0
1575,481.0,China,02-16-2020,3.0,2020-02-16 10:03:06,,,Sichuan,131.0,347.0,134.0
1576,445.0,China,02-16-2020,11.0,2020-02-16 13:53:03,,,Heilongjiang,79.0,355.0,90.0
1577,380.0,China,02-16-2020,4.0,2020-02-16 10:03:06,,,Beijing,108.0,268.0,112.0
1578,355.0,Ship,02-16-2020,0.0,2020-02-16 03:43:02,,,Diamond Princess cruise ship,0.0,355.0,0.0
1579,328.0,China,02-16-2020,1.0,2020-02-16 02:53:02,,,Shanghai,140.0,187.0,141.0
1580,300.0,China,02-16-2020,3.0,2020-02-16 12:03:06,,,Hebei,105.0,192.0,108.0
1581,287.0,China,02-16-2020,0.0,2020-02-16 12:03:06,,,Fujian,82.0,205.0,82.0
1582,237.0,China,02-16-2020,2.0,2020-02-16 12:03:06,,,Guangxi,49.0,186.0,51.0
1583,236.0,China,02-16-2020,0.0,2020-02-16 13:53:03,,,Shaanxi,71.0,165.0,71.0
1584,171.0,China,02-16-2020,0.0,2020-02-16 09:53:01,,,Yunnan,42.0,129.0,42.0
1585,162.0,China,02-16-2020,4.0,2020-02-16 12:03:06,,,Hainan,52.0,106.0,56.0
1586,144.0,China,02-16-2020,1.0,2020-02-16 09:13:09,,,Guizhou,46.0,97.0,47.0
1587,129.0,China,02-16-2020,0.0,2020-02-16 23:53:01,,,Shanxi,50.0,79.0,50.0
1588,124.0,China,02-16-2020,3.0,2020-02-16 12:23:02,,,Tianjin,45.0,76.0,48.0
1589,121.0,China,02-16-2020,1.0,2020-02-16 12:03:06,,,Liaoning,40.0,80.0,41.0
1590,90.0,China,02-16-2020,2.0,2020-02-16 13:53:03,,,Gansu,54.0,34.0,56.0
1591,89.0,China,02-16-2020,1.0,2020-02-16 10:03:06,,,Jilin,30.0,58.0,31.0
1592,75.0,Singapore,02-16-2020,0.0,2020-02-16 16:23:06,,,NA,18.0,57.0,18.0
1593,71.0,China,02-16-2020,1.0,2020-02-16 08:33:02,,,Xinjiang,12.0,58.0,13.0
1594,70.0,China,02-16-2020,0.0,2020-02-16 08:33:02,,,Inner Mongolia,8.0,62.0,8.0
1595,70.0,China,02-16-2020,0.0,2020-02-15 08:43:03,,,Ningxia,33.0,37.0,33.0
1596,59.0,Japan,02-16-2020,1.0,2020-02-16 17:43:03,,,NA,12.0,46.0,13.0
1597,57.0,Hong Kong,02-16-2020,1.0,2020-02-16 09:53:01,,,Hong Kong,2.0,54.0,3.0
1598,34.0,Thailand,02-16-2020,0.0,2020-02-16 18:03:02,,,NA,14.0,20.0,14.0
1599,29.0,South Korea,02-16-2020,0.0,2020-02-16 01:33:02,,,NA,9.0,20.0,9.0
1600,22.0,Malaysia,02-16-2020,0.0,2020-02-15 23:43:02,,,NA,7.0,15.0,7.0
1601,20.0,Taiwan,02-16-2020,1.0,2020-02-16 11:23:06,,,Taiwan,2.0,17.0,3.0
1602,18.0,China,02-16-2020,0.0,2020-02-15 08:43:03,,,Qinghai,13.0,5.0,13.0
1603,16.0,Germany,02-16-2020,0.0,2020-02-13 15:13:11,,,NA,1.0,15.0,1.0
1604,16.0,Vietnam,02-16-2020,0.0,2020-02-13 06:33:02,,,NA,7.0,9.0,7.0
1605,12.0,France,02-16-2020,1.0,2020-02-15 20:53:02,,,NA,4.0,7.0,5.0
1606,10.0,Macau,02-16-2020,0.0,2020-02-16 12:03:06,,,Macau,5.0,5.0,5.0
1607,9.0,United Kingdom,02-16-2020,0.0,2020-02-16 16:23:06,,,NA,8.0,1.0,8.0
1608,9.0,United Arab Emirates,02-16-2020,0.0,2020-02-16 20:43:02,,,NA,4.0,5.0,4.0
1609,5.0,Australia,02-16-2020,0.0,2020-02-09 19:33:02,,,Queensland,0.0,5.0,0.0
1610,4.0,Australia,02-16-2020,0.0,2020-02-13 17:53:03,,,New South Wales,4.0,0.0,4.0
1611,4.0,Australia,02-16-2020,0.0,2020-02-13 17:53:03,,,Victoria,4.0,0.0,4.0
1612,4.0,Canada,02-16-2020,0.0,2020-02-07 05:43:03,,,British Columbia,0.0,4.0,0.0
1613,3.0,India,02-16-2020,0.0,2020-02-16 07:43:02,,,NA,3.0,0.0,3.0
1614,3.0,Italy,02-16-2020,0.0,2020-02-07 17:53:02,,,NA,0.0,3.0,0.0
1615,3.0,Philippines,02-16-2020,1.0,2020-02-12 07:43:02,,,NA,1.0,1.0,2.0
1616,2.0,Australia,02-16-2020,0.0,2020-02-02 22:33:07,,,South Australia,0.0,2.0,0.0
1617,2.0,Canada,02-16-2020,0.0,2020-02-04 00:13:06,,,"Toronto, ON",0.0,2.0,0.0
1618,2.0,Russia,02-16-2020,0.0,2020-02-12 14:43:03,,,NA,2.0,0.0,2.0
1619,2.0,Spain,02-16-2020,0.0,2020-02-15 17:23:04,,,NA,2.0,0.0,2.0
1620,2.0,United States,02-16-2020,0.0,2020-02-09 19:03:03,,,"Chicago, IL",2.0,0.0,2.0
1621,2.0,United States,02-16-2020,0.0,2020-02-03 03:53:02,,,"San Benito, CA",0.0,2.0,0.0
1622,2.0,United States,02-16-2020,0.0,2020-02-13 03:13:08,,,"San Diego County, CA",0.0,2.0,0.0
1623,2.0,United States,02-16-2020,0.0,2020-02-03 00:43:02,,,"Santa Clara, CA",0.0,2.0,0.0
1624,1.0,Belgium,02-16-2020,0.0,2020-02-04 15:43:02,,,NA,0.0,1.0,0.0
1625,1.0,Cambodia,02-16-2020,0.0,2020-02-12 07:43:02,,,NA,1.0,0.0,1.0
1626,1.0,Canada,02-16-2020,0.0,2020-02-12 18:53:03,,,"London, ON",1.0,0.0,1.0
1627,1.0,Egypt,02-16-2020,0.0,2020-02-14 23:53:02,,,NA,0.0,1.0,0.0
1628,1.0,Finland,02-16-2020,0.0,2020-02-12 00:03:12,,,NA,1.0,0.0,1.0
1629,1.0,China,02-16-2020,0.0,2020-02-12 06:43:02,,,Tibet,1.0,0.0,1.0
1630,1.0,Nepal,02-16-2020,0.0,2020-02-12 14:43:03,,,NA,1.0,0.0,1.0
1631,1.0,Sri Lanka,02-16-2020,0.0,2020-02-08 03:43:03,,,NA,1.0,0.0,1.0
1632,1.0,Sweden,02-16-2020,0.0,2020-02-01 02:13:26,,,NA,0.0,1.0,0.0
1633,1.0,United States,02-16-2020,0.0,2020-02-01 19:43:03,,,"Boston, MA",0.0,1.0,0.0
1634,1.0,United States,02-16-2020,0.0,2020-02-01 19:53:03,,,"Los Angeles, CA",0.0,1.0,0.0
1635,1.0,United States,02-16-2020,0.0,2020-02-05 21:53:02,,,"Madison, WI",0.0,1.0,0.0
1636,1.0,United States,02-16-2020,0.0,2020-02-01 19:53:03,,,"Orange, CA",0.0,1.0,0.0
1637,1.0,United States,02-16-2020,0.0,2020-02-13 18:53:02,,,"San Antonio, TX",0.0,1.0,0.0
1638,1.0,United States,02-16-2020,0.0,2020-02-09 07:03:04,,,"Seattle, WA",1.0,0.0,1.0
1639,1.0,United States,02-16-2020,0.0,2020-02-01 19:43:03,,,"Tempe, AZ",0.0,1.0,0.0
1640,59989.0,China,02-17-2020,1789.0,2020-02-17 23:13:06,,,Hubei,7862.0,50338.0,9651.0
1641,1322.0,China,02-17-2020,4.0,2020-02-17 12:43:02,,,Guangdong,524.0,794.0,528.0
1642,1246.0,China,02-17-2020,16.0,2020-02-17 14:53:02,,,Henan,509.0,721.0,525.0
1643,1171.0,China,02-17-2020,0.0,2020-02-17 11:23:06,,,Zhejiang,507.0,664.0,507.0
1644,1006.0,China,02-17-2020,3.0,2020-02-17 11:43:01,,,Hunan,498.0,505.0,501.0
1645,973.0,China,02-17-2020,6.0,2020-02-17 09:13:07,,,Anhui,280.0,687.0,286.0
1646,930.0,China,02-17-2020,1.0,2020-02-17 01:33:02,,,Jiangxi,275.0,654.0,276.0
1647,626.0,China,02-17-2020,0.0,2020-02-17 10:23:04,,,Jiangsu,258.0,368.0,258.0
1648,553.0,China,02-17-2020,5.0,2020-02-17 23:13:06,,,Chongqing,225.0,323.0,230.0
1649,541.0,China,02-17-2020,2.0,2020-02-17 11:03:06,,,Shandong,191.0,348.0,193.0
1650,495.0,China,02-17-2020,3.0,2020-02-17 13:13:09,,,Sichuan,156.0,336.0,159.0
1651,457.0,China,02-17-2020,11.0,2020-02-17 08:03:06,,,Heilongjiang,85.0,361.0,96.0
1652,454.0,Ship,02-17-2020,0.0,2020-02-17 14:33:04,,,Diamond Princess cruise ship,0.0,454.0,0.0
1653,381.0,China,02-17-2020,4.0,2020-02-17 01:23:02,,,Beijing,114.0,263.0,118.0
1654,333.0,China,02-17-2020,1.0,2020-02-17 23:53:02,,,Shanghai,161.0,171.0,162.0
1655,301.0,China,02-17-2020,3.0,2020-02-17 13:03:06,,,Hebei,122.0,176.0,125.0
1656,290.0,China,02-17-2020,0.0,2020-02-17 10:23:04,,,Fujian,90.0,200.0,90.0
1657,240.0,China,02-17-2020,0.0,2020-02-17 11:43:01,,,Shaanxi,79.0,161.0,79.0
1658,238.0,China,02-17-2020,2.0,2020-02-17 10:23:04,,,Guangxi,53.0,183.0,55.0
1659,171.0,China,02-17-2020,0.0,2020-02-17 10:23:04,,,Yunnan,47.0,124.0,47.0
1660,163.0,China,02-17-2020,4.0,2020-02-17 11:03:06,,,Hainan,59.0,100.0,63.0
1661,146.0,China,02-17-2020,1.0,2020-02-17 11:13:16,,,Guizhou,57.0,88.0,58.0
1662,130.0,China,02-17-2020,0.0,2020-02-17 22:53:01,,,Shanxi,53.0,77.0,53.0
1663,125.0,China,02-17-2020,3.0,2020-02-17 12:43:02,,,Tianjin,46.0,76.0,49.0
1664,121.0,China,02-17-2020,1.0,2020-02-17 11:13:16,,,Liaoning,43.0,77.0,44.0
1665,91.0,China,02-17-2020,2.0,2020-02-17 14:53:02,,,Gansu,58.0,31.0,60.0
1666,89.0,China,02-17-2020,1.0,2020-02-17 11:03:06,,,Jilin,34.0,54.0,35.0
1667,77.0,Singapore,02-17-2020,0.0,2020-02-17 14:33:04,,,NA,24.0,53.0,24.0
1668,75.0,China,02-17-2020,1.0,2020-02-17 01:53:01,,,Xinjiang,12.0,62.0,13.0
1669,72.0,China,02-17-2020,0.0,2020-02-17 02:03:06,,,Inner Mongolia,8.0,64.0,8.0
1670,70.0,China,02-17-2020,0.0,2020-02-17 11:03:06,,,Ningxia,35.0,35.0,35.0
1671,66.0,Japan,02-17-2020,1.0,2020-02-17 14:33:04,,,NA,12.0,53.0,13.0
1672,60.0,Hong Kong,02-17-2020,1.0,2020-02-17 22:53:01,,,Hong Kong,2.0,57.0,3.0
1673,35.0,Thailand,02-17-2020,0.0,2020-02-17 07:33:02,,,NA,15.0,20.0,15.0
1674,30.0,South Korea,02-17-2020,0.0,2020-02-17 23:43:01,,,NA,10.0,20.0,10.0
1675,22.0,Malaysia,02-17-2020,0.0,2020-02-15 23:43:02,,,NA,7.0,15.0,7.0
1676,22.0,Taiwan,02-17-2020,1.0,2020-02-17 15:43:02,,,Taiwan,2.0,19.0,3.0
1677,18.0,China,02-17-2020,0.0,2020-02-15 08:43:03,,,Qinghai,13.0,5.0,13.0
1678,16.0,Germany,02-17-2020,0.0,2020-02-13 15:13:11,,,NA,1.0,15.0,1.0
1679,16.0,Vietnam,02-17-2020,0.0,2020-02-13 06:33:02,,,NA,7.0,9.0,7.0
1680,12.0,France,02-17-2020,1.0,2020-02-15 20:53:02,,,NA,4.0,7.0,5.0
1681,10.0,Macau,02-17-2020,0.0,2020-02-16 12:03:06,,,Macau,5.0,5.0,5.0
1682,9.0,United Kingdom,02-17-2020,0.0,2020-02-16 16:23:06,,,NA,8.0,1.0,8.0
1683,9.0,United Arab Emirates,02-17-2020,0.0,2020-02-16 20:43:02,,,NA,4.0,5.0,4.0
1684,5.0,Australia,02-17-2020,0.0,2020-02-09 19:33:02,,,Queensland,0.0,5.0,0.0
1685,5.0,Canada,02-17-2020,0.0,2020-02-17 08:03:07,,,British Columbia,0.0,5.0,0.0
1686,4.0,Australia,02-17-2020,0.0,2020-02-13 17:53:03,,,New South Wales,4.0,0.0,4.0
1687,4.0,Australia,02-17-2020,0.0,2020-02-13 17:53:03,,,Victoria,4.0,0.0,4.0
1688,3.0,India,02-17-2020,0.0,2020-02-16 07:43:02,,,NA,3.0,0.0,3.0
1689,3.0,Italy,02-17-2020,0.0,2020-02-07 17:53:02,,,NA,0.0,3.0,0.0
1690,3.0,Philippines,02-17-2020,1.0,2020-02-12 07:43:02,,,NA,1.0,1.0,2.0
1691,2.0,Australia,02-17-2020,0.0,2020-02-17 08:13:09,,,South Australia,2.0,0.0,2.0
1692,2.0,Canada,02-17-2020,0.0,2020-02-04 00:13:06,,,"Toronto, ON",0.0,2.0,0.0
1693,2.0,Russia,02-17-2020,0.0,2020-02-12 14:43:03,,,NA,2.0,0.0,2.0
1694,2.0,Spain,02-17-2020,0.0,2020-02-15 17:23:04,,,NA,2.0,0.0,2.0
1695,2.0,United States,02-17-2020,0.0,2020-02-09 19:03:03,,,"Chicago, IL",2.0,0.0,2.0
1696,2.0,United States,02-17-2020,0.0,2020-02-03 03:53:02,,,"San Benito, CA",0.0,2.0,0.0
1697,2.0,United States,02-17-2020,0.0,2020-02-13 03:13:08,,,"San Diego County, CA",0.0,2.0,0.0
1698,2.0,United States,02-17-2020,0.0,2020-02-03 00:43:02,,,"Santa Clara, CA",0.0,2.0,0.0
1699,1.0,Belgium,02-17-2020,0.0,2020-02-17 04:23:06,,,NA,1.0,0.0,1.0
1700,1.0,Cambodia,02-17-2020,0.0,2020-02-12 07:43:02,,,NA,1.0,0.0,1.0
1701,1.0,Canada,02-17-2020,0.0,2020-02-12 18:53:03,,,"London, ON",1.0,0.0,1.0
1702,1.0,Egypt,02-17-2020,0.0,2020-02-14 23:53:02,,,NA,0.0,1.0,0.0
1703,1.0,Finland,02-17-2020,0.0,2020-02-12 00:03:12,,,NA,1.0,0.0,1.0
1704,1.0,China,02-17-2020,0.0,2020-02-12 06:43:02,,,Tibet,1.0,0.0,1.0
1705,1.0,Nepal,02-17-2020,0.0,2020-02-12 14:43:03,,,NA,1.0,0.0,1.0
1706,1.0,Sri Lanka,02-17-2020,0.0,2020-02-08 03:43:03,,,NA,1.0,0.0,1.0
1707,1.0,Sweden,02-17-2020,0.0,2020-02-01 02:13:26,,,NA,0.0,1.0,0.0
1708,1.0,United States,02-17-2020,0.0,2020-02-01 19:43:03,,,"Boston, MA",0.0,1.0,0.0
1709,1.0,United States,02-17-2020,0.0,2020-02-01 19:53:03,,,"Los Angeles, CA",0.0,1.0,0.0
1710,1.0,United States,02-17-2020,0.0,2020-02-05 21:53:02,,,"Madison, WI",0.0,1.0,0.0
1711,1.0,United States,02-17-2020,0.0,2020-02-01 19:53:03,,,"Orange, CA",0.0,1.0,0.0
1712,1.0,United States,02-17-2020,0.0,2020-02-13 18:53:02,,,"San Antonio, TX",0.0,1.0,0.0
1713,1.0,United States,02-17-2020,0.0,2020-02-09 07:03:04,,,"Seattle, WA",1.0,0.0,1.0
1714,1.0,United States,02-17-2020,0.0,2020-02-01 19:43:03,,,"Tempe, AZ",0.0,1.0,0.0
1715,61682.0,China,02-18-2020,1921.0,2020-02-18 23:13:11,,,Hubei,9128.0,50633.0,11049.0
1716,1328.0,China,02-18-2020,4.0,2020-02-18 13:43:02,,,Guangdong,565.0,759.0,569.0
1717,1257.0,China,02-18-2020,19.0,2020-02-18 14:23:02,,,Henan,522.0,716.0,541.0
1718,1172.0,China,02-18-2020,0.0,2020-02-18 12:23:02,,,Zhejiang,535.0,637.0,535.0
1719,1007.0,China,02-18-2020,4.0,2020-02-18 13:43:02,,,Hunan,527.0,476.0,531.0
1720,982.0,China,02-18-2020,6.0,2020-02-18 13:43:02,,,Anhui,361.0,615.0,367.0
1721,933.0,China,02-18-2020,1.0,2020-02-18 01:33:01,,,Jiangxi,310.0,622.0,311.0
1722,629.0,China,02-18-2020,0.0,2020-02-18 12:33:02,,,Jiangsu,280.0,349.0,280.0
1723,555.0,China,02-18-2020,5.0,2020-02-18 23:23:03,,,Chongqing,254.0,296.0,259.0
1724,543.0,China,02-18-2020,3.0,2020-02-18 12:13:08,,,Shandong,211.0,329.0,214.0
1725,542.0,Ship,02-18-2020,0.0,2020-02-18 16:53:03,,,Diamond Princess cruise ship,0.0,542.0,0.0
1726,508.0,China,02-18-2020,3.0,2020-02-18 12:33:02,,,Sichuan,169.0,336.0,172.0
1727,464.0,China,02-18-2020,11.0,2020-02-18 11:03:12,,,Heilongjiang,111.0,342.0,122.0
1728,387.0,China,02-18-2020,4.0,2020-02-18 02:13:06,,,Beijing,122.0,261.0,126.0
1729,333.0,China,02-18-2020,1.0,2020-02-18 05:03:08,,,Shanghai,177.0,155.0,178.0
1730,306.0,China,02-18-2020,4.0,2020-02-18 23:53:01,,,Hebei,136.0,166.0,140.0
1731,292.0,China,02-18-2020,0.0,2020-02-18 09:43:08,,,Fujian,93.0,199.0,93.0
1732,242.0,China,02-18-2020,2.0,2020-02-18 12:33:02,,,Guangxi,69.0,171.0,71.0
1733,240.0,China,02-18-2020,0.0,2020-02-18 14:23:02,,,Shaanxi,89.0,151.0,89.0
1734,172.0,China,02-18-2020,0.0,2020-02-18 09:43:08,,,Yunnan,57.0,115.0,57.0
1735,163.0,China,02-18-2020,4.0,2020-02-18 10:43:02,,,Hainan,79.0,80.0,83.0
1736,146.0,China,02-18-2020,2.0,2020-02-18 13:33:02,,,Guizhou,66.0,78.0,68.0
1737,131.0,China,02-18-2020,0.0,2020-02-18 23:23:03,,,Shanxi,61.0,70.0,61.0
1738,128.0,China,02-18-2020,3.0,2020-02-18 13:53:02,,,Tianjin,48.0,77.0,51.0
1739,121.0,China,02-18-2020,1.0,2020-02-18 12:53:02,,,Liaoning,53.0,67.0,54.0
