,Confirmed,Country/Region,Date,Deaths,Last Update,Latitude,Longitude,Province/State,Recovered,Active,Closed
0,1.0,China,01-22-2020,,2020-01-22 17:00:00,,,Anhui,,,
1,14.0,China,01-22-2020,,2020-01-22 17:00:00,,,Beijing,,,
2,6.0,China,01-22-2020,,2020-01-22 17:00:00,,,Chongqing,,,
3,1.0,China,01-22-2020,,2020-01-22 17:00:00,,,Fujian,,,
4,,China,01-22-2020,,2020-01-22 17:00:00,,,Gansu,,,
5,26.0,China,01-22-2020,,2020-01-22 17:00:00,,,Guangdong,,,
6,2.0,China,01-22-2020,,2020-01-22 17:00:00,,,Guangxi,,,
7,1.0,China,01-22-2020,,2020-01-22 17:00:00,,,Guizhou,,,
8,4.0,China,01-22-2020,,2020-01-22 17:00:00,,,Hainan,,,
9,1.0,China,01-22-2020,,2020-01-22 17:00:00,,,Hebei,,,
10,,China,01-22-2020,,2020-01-22 17:00:00,,,Heilongjiang,,,
11,5.0,China,01-22-2020,,2020-01-22 17:00:00,,,Henan,,,
12,,Hong Kong,01-22-2020,,2020-01-22 17:00:00,,,Hong Kong,,,
13,444.0,China,01-22-2020,17.0,2020-01-22 17:00:00,,,Hubei,28.0,399.0,45.0
14,4.0,China,01-22-2020,,2020-01-22 17:00:00,,,Hunan,,,
15,,China,01-22-2020,,2020-01-22 17:00:00,,,Inner Mongolia,,,
16,1.0,China,01-22-2020,,2020-01-22 17:00:00,,,Jiangsu,,,
17,2.0,China,01-22-2020,,2020-01-22 17:00:00,,,Jiangxi,,,
18,,China,01-22-2020,,2020-01-22 17:00:00,,,Jilin,,,
19,2.0,China,01-22-2020,,2020-01-22 17:00:00,,,Liaoning,,,
20,1.0,Macau,01-22-2020,,2020-01-22 17:00:00,,,Macau,,,
21,1.0,China,01-22-2020,,2020-01-22 17:00:00,,,Ningxia,,,
22,,China,01-22-2020,,2020-01-22 17:00:00,,,Qinghai,,,
23,,China,01-22-2020,,2020-01-22 17:00:00,,,Shaanxi,,,
24,2.0,China,01-22-2020,,2020-01-22 17:00:00,,,Shandong,,,
25,9.0,China,01-22-2020,,2020-01-22 17:00:00,,,Shanghai,,,
26,1.0,China,01-22-2020,,2020-01-22 17:00:00,,,Shanxi,,,
27,5.0,China,01-22-2020,,2020-01-22 17:00:00,,,Sichuan,,,
28,1.0,Taiwan,01-22-2020,,2020-01-22 17:00:00,,,Taiwan,,,
29,4.0,China,01-22-2020,,2020-01-22 17:00:00,,,Tianjin,,,
30,,China,01-22-2020,,2020-01-22 17:00:00,,,Tibet,,,
31,1.0,United States,01-22-2020,,2020-01-22 17:00:00,,,Washington,,,
32,,China,01-22-2020,,2020-01-22 17:00:00,,,Xinjiang,,,
33,1.0,China,01-22-2020,,2020-01-22 17:00:00,,,Yunnan,,,
34,10.0,China,01-22-2020,,2020-01-22 17:00:00,,,Zhejiang,,,
35,2.0,Japan,01-22-2020,,2020-01-22 17:00:00,,,NA,,,
36,2.0,Thailand,01-22-2020,,2020-01-22 17:00:00,,,NA,,,
37,1.0,South Korea,01-22-2020,,2020-01-22 17:00:00,,,NA,,,
38,9.0,China,01-23-2020,,2020-01-23 17:00:00,,,Anhui,,,
39,22.0,China,01-23-2020,,2020-01-23 17:00:00,,,Beijing,,,
40,9.0,China,01-23-2020,,2020-01-23 17:00:00,,,Chongqing,,,
41,5.0,China,01-23-2020,,2020-01-23 17:00:00,,,Fujian,,,
42,2.0,China,01-23-2020,,2020-01-23 17:00:00,,,Gansu,,,
43,32.0,China,01-23-2020,,2020-01-23 17:00:00,,,Guangdong,2.0,,
44,5.0,China,01-23-2020,,2020-01-23 17:00:00,,,Guangxi,,,
45,3.0,China,01-23-2020,,2020-01-23 17:00:00,,,Guizhou,,,
46,5.0,China,01-23-2020,,2020-01-23 17:00:00,,,Hainan,,,
47,1.0,China,01-23-2020,1.0,2020-01-23 17:00:00,,,Hebei,,,
48,2.0,China,01-23-2020,,2020-01-23 17:00:00,,,Heilongjiang,,,
49,5.0,China,01-23-2020,,2020-01-23 17:00:00,,,Henan,,,
50,2.0,Hong Kong,01-23-2020,,2020-01-23 17:00:00,,,Hong Kong,,,
51,444.0,China,01-23-2020,17.0,2020-01-23 17:00:00,,,Hubei,28.0,399.0,45.0
52,9.0,China,01-23-2020,,2020-01-23 17:00:00,,,Hunan,,,
53,,China,01-23-2020,,2020-01-23 17:00:00,,,Inner Mongolia,,,
54,5.0,China,01-23-2020,,2020-01-23 17:00:00,,,Jiangsu,,,
55,7.0,China,01-23-2020,,2020-01-23 17:00:00,,,Jiangxi,,,
56,1.0,China,01-23-2020,,2020-01-23 17:00:00,,,Jilin,,,
57,3.0,China,01-23-2020,,2020-01-23 17:00:00,,,Liaoning,,,
58,2.0,Macau,01-23-2020,,2020-01-23 17:00:00,,,Macau,,,
59,1.0,China,01-23-2020,,2020-01-23 17:00:00,,,Ningxia,,,
60,,China,01-23-2020,,2020-01-23 17:00:00,,,Qinghai,,,
61,3.0,China,01-23-2020,,2020-01-23 17:00:00,,,Shaanxi,,,
62,6.0,China,01-23-2020,,2020-01-23 17:00:00,,,Shandong,,,
63,16.0,China,01-23-2020,,2020-01-23 17:00:00,,,Shanghai,,,
64,1.0,China,01-23-2020,,2020-01-23 17:00:00,,,Shanxi,,,
65,8.0,China,01-23-2020,,2020-01-23 17:00:00,,,Sichuan,,,
66,1.0,Taiwan,01-23-2020,,2020-01-23 17:00:00,,,Taiwan,,,
67,4.0,China,01-23-2020,,2020-01-23 17:00:00,,,Tianjin,,,
68,,China,01-23-2020,,2020-01-23 17:00:00,,,Tibet,,,
69,1.0,United States,01-23-2020,,2020-01-23 17:00:00,,,Washington,,,
70,2.0,China,01-23-2020,,2020-01-23 17:00:00,,,Xinjiang,,,
71,2.0,China,01-23-2020,,2020-01-23 17:00:00,,,Yunnan,,,
72,27.0,China,01-23-2020,,2020-01-23 17:00:00,,,Zhejiang,,,
73,1.0,Japan,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
74,3.0,Thailand,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
75,1.0,South Korea,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
76,1.0,Singapore,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
77,,Philippines,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
78,,Malaysia,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
79,2.0,Vietnam,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
80,,Australia,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
81,,Mexico,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
82,,Brazil,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
83,,Colombia,01-23-2020,,2020-01-23 17:00:00,,,NA,,,
84,549.0,China,01-24-2020,24.0,2020-01-24 17:00:00,,,Hubei,31.0,494.0,55.0
85,53.0,China,01-24-2020,,2020-01-24 17:00:00,,,Guangdong,2.0,,
86,43.0,China,01-24-2020,,2020-01-24 17:00:00,,,Zhejiang,1.0,,
87,36.0,China,01-24-2020,,2020-01-24 17:00:00,,,Beijing,1.0,,
88,27.0,China,01-24-2020,,2020-01-24 17:00:00,,,Chongqing,,,
89,24.0,China,01-24-2020,,2020-01-24 17:00:00,,,Hunan,,,
90,23.0,China,01-24-2020,,2020-01-24 17:00:00,,,Guangxi,,,
91,20.0,China,01-24-2020,,2020-01-24 17:00:00,,,Shanghai,1.0,,
92,18.0,China,01-24-2020,,2020-01-24 17:00:00,,,Jiangxi,,,
93,15.0,China,01-24-2020,,2020-01-24 17:00:00,,,Sichuan,,,
94,15.0,China,01-24-2020,,2020-01-24 17:00:00,,,Shandong,,,
95,15.0,China,01-24-2020,,2020-01-24 17:00:00,,,Anhui,,,
96,10.0,China,01-24-2020,,2020-01-24 17:00:00,,,Fujian,,,
97,9.0,China,01-24-2020,,2020-01-24 17:00:00,,,Henan,,,
98,9.0,China,01-24-2020,,2020-01-24 17:00:00,,,Jiangsu,,,
99,8.0,China,01-24-2020,,2020-01-24 17:00:00,,,Hainan,,,
100,8.0,China,01-24-2020,,2020-01-24 17:00:00,,,Tianjin,,,
101,5.0,China,01-24-2020,,2020-01-24 17:00:00,,,Yunnan,,,
102,5.0,China,01-24-2020,,2020-01-24 17:00:00,,,Shaanxi,,,
103,4.0,China,01-24-2020,1.0,2020-01-24 17:00:00,,,Heilongjiang,,,
104,4.0,China,01-24-2020,,2020-01-24 17:00:00,,,Liaoning,,,
105,3.0,China,01-24-2020,,2020-01-24 17:00:00,,,Guizhou,,,
106,3.0,China,01-24-2020,,2020-01-24 17:00:00,,,Jilin,,,
107,3.0,Taiwan,01-24-2020,,2020-01-24 17:00:00,,,Taiwan,,,
108,2.0,China,01-24-2020,,2020-01-24 17:00:00,,,Ningxia,,,
109,2.0,Hong Kong,01-24-2020,,2020-01-24 17:00:00,,,Hong Kong,,,
110,2.0,Macau,01-24-2020,,2020-01-24 17:00:00,,,Macau,,,
111,2.0,China,01-24-2020,1.0,2020-01-24 17:00:00,,,Hebei,,,
112,2.0,China,01-24-2020,,2020-01-24 17:00:00,,,Gansu,,,
113,2.0,China,01-24-2020,,2020-01-24 17:00:00,,,Xinjiang,,,
114,1.0,China,01-24-2020,,2020-01-24 17:00:00,,,Shanxi,,,
115,1.0,China,01-24-2020,,2020-01-24 17:00:00,,,Inner Mongolia,,,
116,,China,01-24-2020,,2020-01-24 17:00:00,,,Qinghai,,,
117,1.0,United States,01-24-2020,,2020-01-24 17:00:00,,,Washington,,,
118,1.0,United States,01-24-2020,,2020-01-24 17:00:00,,,Chicago,,,
119,2.0,Japan,01-24-2020,,2020-01-24 17:00:00,,,NA,,,
120,5.0,Thailand,01-24-2020,,2020-01-24 17:00:00,,,NA,,,
121,2.0,South Korea,01-24-2020,,2020-01-24 17:00:00,,,NA,,,
122,3.0,Singapore,01-24-2020,,2020-01-24 17:00:00,,,NA,,,
123,2.0,Vietnam,01-24-2020,,2020-01-24 17:00:00,,,NA,,,
124,2.0,France,01-24-2020,,2020-01-24 17:00:00,,,NA,,,
125,761.0,China,01-25-2020,40.0,2020-01-25 17:00:00,,,Hubei,32.0,689.0,72.0
126,78.0,China,01-25-2020,,2020-01-25 17:00:00,,,Guangdong,2.0,,
127,62.0,China,01-25-2020,,2020-01-25 17:00:00,,,Zhejiang,1.0,,
128,57.0,China,01-25-2020,,2020-01-25 17:00:00,,,Chongqing,,,
129,43.0,China,01-25-2020,,2020-01-25 17:00:00,,,Hunan,,,
130,41.0,China,01-25-2020,,2020-01-25 17:00:00,,,Beijing,2.0,,
131,39.0,China,01-25-2020,,2020-01-25 17:00:00,,,Anhui,,,
132,33.0,China,01-25-2020,,2020-01-25 17:00:00,,,Shanghai,1.0,,
133,32.0,China,01-25-2020,,2020-01-25 17:00:00,,,Henan,,,
134,28.0,China,01-25-2020,,2020-01-25 17:00:00,,,Sichuan,,,
135,27.0,China,01-25-2020,,2020-01-25 17:00:00,,,Shandong,,,
136,23.0,China,01-25-2020,,2020-01-25 17:00:00,,,Guangxi,,,
137,19.0,China,01-25-2020,,2020-01-25 17:00:00,,,Hainan,,,
138,18.0,China,01-25-2020,,2020-01-25 17:00:00,,,Jiangxi,,,
139,18.0,China,01-25-2020,,2020-01-25 17:00:00,,,Fujian,,,
140,18.0,China,01-25-2020,,2020-01-25 17:00:00,,,Jiangsu,1.0,,
141,17.0,China,01-25-2020,,2020-01-25 17:00:00,,,Liaoning,,,
142,15.0,China,01-25-2020,,2020-01-25 17:00:00,,,Shaanxi,,,
143,11.0,China,01-25-2020,,2020-01-25 17:00:00,,,Yunnan,,,
144,10.0,China,01-25-2020,,2020-01-25 17:00:00,,,Tianjin,,,
145,9.0,China,01-25-2020,1.0,2020-01-25 17:00:00,,,Heilongjiang,,,
146,8.0,China,01-25-2020,1.0,2020-01-25 17:00:00,,,Hebei,,,
147,7.0,China,01-25-2020,,2020-01-25 17:00:00,,,Inner Mongolia,,,
148,6.0,China,01-25-2020,,2020-01-25 17:00:00,,,Shanxi,,,
149,5.0,Hong Kong,01-25-2020,,2020-01-25 17:00:00,,,Hong Kong,,,
150,4.0,China,01-25-2020,,2020-01-25 17:00:00,,,Guizhou,,,
151,4.0,China,01-25-2020,,2020-01-25 17:00:00,,,Jilin,,,
152,4.0,China,01-25-2020,,2020-01-25 17:00:00,,,Gansu,,,
153,3.0,China,01-25-2020,,2020-01-25 17:00:00,,,Ningxia,,,
154,3.0,Taiwan,01-25-2020,,2020-01-25 17:00:00,,,Taiwan,,,
155,3.0,China,01-25-2020,,2020-01-25 17:00:00,,,Xinjiang,,,
156,2.0,Macau,01-25-2020,,2020-01-25 17:00:00,,,Macau,,,
157,1.0,China,01-25-2020,,2020-01-25 17:00:00,,,Qinghai,,,
158,1.0,United States,01-25-2020,,2020-01-25 17:00:00,,,Washington,,,
159,1.0,United States,01-25-2020,,2020-01-25 17:00:00,,,Illinois,,,
160,2.0,Japan,01-25-2020,,2020-01-25 17:00:00,,,NA,,,
161,7.0,Thailand,01-25-2020,,2020-01-25 17:00:00,,,NA,,,
162,2.0,South Korea,01-25-2020,,2020-01-25 17:00:00,,,NA,,,
163,3.0,Singapore,01-25-2020,,2020-01-25 17:00:00,,,NA,,,
164,2.0,Vietnam,01-25-2020,,2020-01-25 17:00:00,,,NA,,,
165,3.0,France,01-25-2020,,2020-01-25 17:00:00,,,NA,,,
166,4.0,Australia,01-25-2020,,2020-01-25 17:00:00,,,NA,,,
167,1.0,Nepal,01-25-2020,,2020-01-25 17:00:00,,,NA,,,
168,3.0,Malaysia,01-25-2020,,2020-01-25 17:00:00,,,NA,,,
169,1058.0,China,01-26-2020,52.0,2020-01-26 16:00:00,,,Hubei,42.0,964.0,94.0
170,111.0,China,01-26-2020,,2020-01-26 16:00:00,,,Guangdong,2.0,,
171,104.0,China,01-26-2020,,2020-01-26 16:00:00,,,Zhejiang,1.0,,
172,83.0,China,01-26-2020,1.0,2020-01-26 16:00:00,,,Henan,,,
173,75.0,China,01-26-2020,,2020-01-26 16:00:00,,,Chongqing,,,
174,69.0,China,01-26-2020,,2020-01-26 16:00:00,,,Hunan,,,
175,68.0,China,01-26-2020,,2020-01-26 16:00:00,,,Beijing,2.0,,
176,60.0,China,01-26-2020,,2020-01-26 16:00:00,,,Anhui,,,
177,46.0,China,01-26-2020,,2020-01-26 16:00:00,,,Shandong,,,
178,44.0,China,01-26-2020,,2020-01-26 16:00:00,,,Sichuan,,,
179,40.0,China,01-26-2020,1.0,2020-01-26 16:00:00,,,Shanghai,1.0,38.0,2.0
180,36.0,China,01-26-2020,,2020-01-26 16:00:00,,,Guangxi,,,
181,36.0,China,01-26-2020,,2020-01-26 16:00:00,,,Jiangxi,,,
182,35.0,China,01-26-2020,,2020-01-26 16:00:00,,,Fujian,,,
183,33.0,China,01-26-2020,,2020-01-26 16:00:00,,,Jiangsu,1.0,,
184,22.0,China,01-26-2020,,2020-01-26 16:00:00,,,Hainan,,,
185,22.0,China,01-26-2020,,2020-01-26 16:00:00,,,Shaanxi,,,
186,21.0,China,01-26-2020,,2020-01-26 16:00:00,,,Liaoning,,,
187,16.0,China,01-26-2020,,2020-01-26 16:00:00,,,Yunnan,,,
188,15.0,China,01-26-2020,1.0,2020-01-26 16:00:00,,,Heilongjiang,,,
189,14.0,China,01-26-2020,,2020-01-26 16:00:00,,,Tianjin,,,
190,13.0,China,01-26-2020,1.0,2020-01-26 16:00:00,,,Hebei,,,
191,9.0,China,01-26-2020,,2020-01-26 16:00:00,,,Shanxi,,,
192,8.0,Hong Kong,01-26-2020,,2020-01-26 16:00:00,,,Hong Kong,,,
193,7.0,China,01-26-2020,,2020-01-26 16:00:00,,,Inner Mongolia,,,
194,7.0,China,01-26-2020,,2020-01-26 16:00:00,,,Gansu,,,
195,5.0,China,01-26-2020,,2020-01-26 16:00:00,,,Guizhou,,,
196,5.0,Macau,01-26-2020,,2020-01-26 16:00:00,,,Macau,,,
197,4.0,China,01-26-2020,,2020-01-26 16:00:00,,,Ningxia,,,
198,4.0,China,01-26-2020,,2020-01-26 16:00:00,,,Jilin,,,
199,4.0,Taiwan,01-26-2020,,2020-01-26 16:00:00,,,Taiwan,,,
200,4.0,China,01-26-2020,,2020-01-26 16:00:00,,,Xinjiang,,,
201,1.0,China,01-26-2020,,2020-01-26 16:00:00,,,Qinghai,,,
202,1.0,United States,01-26-2020,,2020-01-26 16:00:00,,,Washington,,,
203,1.0,United States,01-26-2020,,2020-01-26 16:00:00,,,Illinois,,,
204,2.0,United States,01-26-2020,,2020-01-26 16:00:00,,,California,,,
205,1.0,United States,01-26-2020,,2020-01-26 16:00:00,,,Arizona,,,
206,4.0,Japan,01-26-2020,,2020-01-26 16:00:00,,,NA,1.0,,
207,8.0,Thailand,01-26-2020,,2020-01-26 16:00:00,,,NA,2.0,,
208,3.0,South Korea,01-26-2020,,2020-01-26 16:00:00,,,NA,,,
209,4.0,Singapore,01-26-2020,,2020-01-26 16:00:00,,,NA,,,
210,2.0,Vietnam,01-26-2020,,2020-01-26 16:00:00,,,NA,,,
211,3.0,France,01-26-2020,,2020-01-26 16:00:00,,,NA,,,
212,4.0,Australia,01-26-2020,,2020-01-26 16:00:00,,,NA,,,
213,1.0,Nepal,01-26-2020,,2020-01-26 16:00:00,,,NA,,,
214,4.0,Malaysia,01-26-2020,,2020-01-26 16:00:00,,,NA,,,
215,1.0,Canada,01-26-2020,,2020-01-26 16:00:00,,,Ontario,,,
216,1423.0,China,01-27-2020,76.0,2020-01-27 23:59:00,,,Hubei,45.0,1302.0,121.0
217,151.0,China,01-27-2020,,2020-01-27 23:59:00,,,Guangdong,4.0,,
218,128.0,China,01-27-2020,,2020-01-27 23:59:00,,,Zhejiang,1.0,,
219,128.0,China,01-27-2020,1.0,2020-01-27 23:59:00,,,Henan,,,
220,110.0,China,01-27-2020,,2020-01-27 23:59:00,,,Chongqing,,,
221,100.0,China,01-27-2020,,2020-01-27 23:59:00,,,Hunan,,,
222,80.0,China,01-27-2020,1.0,2020-01-27 23:59:00,,,Beijing,2.0,77.0,3.0
223,75.0,China,01-27-2020,,2020-01-27 23:59:00,,,Shandong,,,
224,72.0,China,01-27-2020,,2020-01-27 23:59:00,,,Jiangxi,2.0,,
225,70.0,China,01-27-2020,,2020-01-27 23:59:00,,,Anhui,,,
226,69.0,China,01-27-2020,,2020-01-27 23:59:00,,,Sichuan,,,
227,59.0,China,01-27-2020,,2020-01-27 23:59:00,,,Fujian,,,
228,53.0,China,01-27-2020,1.0,2020-01-27 23:59:00,,,Shanghai,3.0,49.0,4.0
229,47.0,China,01-27-2020,,2020-01-27 23:59:00,,,Jiangsu,1.0,,
230,46.0,China,01-27-2020,,2020-01-27 23:59:00,,,Guangxi,,,
231,35.0,China,01-27-2020,,2020-01-27 23:59:00,,,Shaanxi,,,
232,33.0,China,01-27-2020,1.0,2020-01-27 23:59:00,,,Hainan,,,
233,27.0,China,01-27-2020,,2020-01-27 23:59:00,,,Liaoning,,,
234,26.0,China,01-27-2020,,2020-01-27 23:59:00,,,Yunnan,,,
235,23.0,China,01-27-2020,,2020-01-27 23:59:00,,,Tianjin,,,
236,21.0,China,01-27-2020,1.0,2020-01-27 23:59:00,,,Heilongjiang,,,
237,18.0,China,01-27-2020,1.0,2020-01-27 23:59:00,,,Hebei,,,
238,14.0,China,01-27-2020,,2020-01-27 23:59:00,,,Gansu,,,
239,13.0,China,01-27-2020,,2020-01-27 23:59:00,,,Shanxi,,,
240,11.0,China,01-27-2020,,2020-01-27 23:59:00,,,Inner Mongolia,,,
241,8.0,Hong Kong,01-27-2020,,2020-01-27 23:59:00,,,Hong Kong,,,
242,7.0,China,01-27-2020,,2020-01-27 23:59:00,,,Guizhou,,,
243,7.0,China,01-27-2020,,2020-01-27 23:59:00,,,Ningxia,,,
244,6.0,China,01-27-2020,,2020-01-27 23:59:00,,,Jilin,,,
245,6.0,Macau,01-27-2020,,2020-01-27 23:59:00,,,Macau,,,
246,6.0,China,01-27-2020,,2020-01-27 23:59:00,,,Qinghai,,,
247,5.0,Taiwan,01-27-2020,,2020-01-27 23:59:00,,,Taiwan,,,
248,5.0,China,01-27-2020,,2020-01-27 23:59:00,,,Xinjiang,,,
249,1.0,United States,01-27-2020,,2020-01-27 23:59:00,,,Washington,,,
250,1.0,United States,01-27-2020,,2020-01-27 23:59:00,,,Illinois,,,
251,2.0,United States,01-27-2020,,2020-01-27 23:59:00,,,California,,,
252,1.0,United States,01-27-2020,,2020-01-27 23:59:00,,,Arizona,,,
253,4.0,Japan,01-27-2020,,2020-01-27 23:59:00,,,NA,1.0,,
254,8.0,Thailand,01-27-2020,,2020-01-27 23:59:00,,,NA,2.0,,
255,4.0,South Korea,01-27-2020,,2020-01-27 23:59:00,,,NA,,,
256,5.0,Singapore,01-27-2020,,2020-01-27 23:59:00,,,NA,,,
257,2.0,Vietnam,01-27-2020,,2020-01-27 23:59:00,,,NA,,,
258,3.0,France,01-27-2020,,2020-01-27 23:59:00,,,NA,,,
259,1.0,Nepal,01-27-2020,,2020-01-27 23:59:00,,,NA,,,
260,4.0,Malaysia,01-27-2020,,2020-01-27 23:59:00,,,NA,,,
261,1.0,Canada,01-27-2020,,2020-01-27 23:59:00,,,Ontario,,,
262,1.0,Cambodia,01-27-2020,,2020-01-27 23:59:00,,,NA,,,
263,1.0,Sri Lanka,01-27-2020,,2020-01-27 23:59:00,,,NA,,,
264,1.0,Ivory Coast,01-27-2020,,2020-01-27 23:59:00,,,NA,,,
265,4.0,Australia,01-27-2020,,2020-01-27 23:59:00,,,New South Wales,,,
266,1.0,Australia,01-27-2020,,2020-01-27 23:59:00,,,Victoria,,,
267,3554.0,China,01-28-2020,125.0,2020-01-28 23:00:00,,,Hubei,80.0,3349.0,205.0
268,207.0,China,01-28-2020,,2020-01-28 23:00:00,,,Guangdong,4.0,,
269,173.0,China,01-28-2020,,2020-01-28 23:00:00,,,Zhejiang,3.0,,
270,168.0,China,01-28-2020,1.0,2020-01-28 23:00:00,,,Henan,,,
271,143.0,China,01-28-2020,,2020-01-28 23:00:00,,,Hunan,,,
272,132.0,China,01-28-2020,,2020-01-28 23:00:00,,,Chongqing,,,
273,109.0,China,01-28-2020,,2020-01-28 23:00:00,,,Jiangxi,3.0,,
274,106.0,China,01-28-2020,,2020-01-28 23:00:00,,,Anhui,,,
275,95.0,China,01-28-2020,,2020-01-28 23:00:00,,,Shandong,,,
276,91.0,China,01-28-2020,1.0,2020-01-28 23:00:00,,,Beijing,4.0,86.0,5.0
277,90.0,China,01-28-2020,,2020-01-28 23:00:00,,,Sichuan,,,
278,80.0,China,01-28-2020,,2020-01-28 23:00:00,,,Fujian,,,
279,70.0,China,01-28-2020,,2020-01-28 23:00:00,,,Jiangsu,1.0,,
280,66.0,China,01-28-2020,1.0,2020-01-28 23:00:00,,,Shanghai,4.0,61.0,5.0
281,51.0,China,01-28-2020,,2020-01-28 23:00:00,,,Guangxi,2.0,,
282,46.0,China,01-28-2020,,2020-01-28 23:00:00,,,Shaanxi,,,
283,44.0,China,01-28-2020,,2020-01-28 23:00:00,,,Yunnan,,,
284,40.0,China,01-28-2020,1.0,2020-01-28 23:00:00,,,Hainan,,,
285,34.0,China,01-28-2020,,2020-01-28 23:00:00,,,Liaoning,,,
286,33.0,China,01-28-2020,1.0,2020-01-28 23:00:00,,,Hebei,,,
287,33.0,China,01-28-2020,1.0,2020-01-28 23:00:00,,,Heilongjiang,,,
288,27.0,China,01-28-2020,,2020-01-28 23:00:00,,,Shanxi,,,
289,24.0,China,01-28-2020,,2020-01-28 23:00:00,,,Tianjin,,,
290,19.0,China,01-28-2020,,2020-01-28 23:00:00,,,Gansu,,,
291,15.0,China,01-28-2020,,2020-01-28 23:00:00,,,Inner Mongolia,,,
292,11.0,China,01-28-2020,,2020-01-28 23:00:00,,,Ningxia,,,
293,10.0,China,01-28-2020,,2020-01-28 23:00:00,,,Xinjiang,,,
294,9.0,China,01-28-2020,,2020-01-28 23:00:00,,,Guizhou,,,
295,8.0,China,01-28-2020,,2020-01-28 23:00:00,,,Jilin,,,
296,8.0,Taiwan,01-28-2020,,2020-01-28 23:00:00,,,Taiwan,,,
297,8.0,Hong Kong,01-28-2020,,2020-01-28 23:00:00,,,Hong Kong,,,
298,7.0,Macau,01-28-2020,,2020-01-28 23:00:00,,,Macau,,,
299,6.0,China,01-28-2020,,2020-01-28 23:00:00,,,Qinghai,,,
300,1.0,United States,01-28-2020,,2020-01-28 23:00:00,,,Washington,,,
301,1.0,United States,01-28-2020,,2020-01-28 23:00:00,,,Illinois,,,
302,2.0,United States,01-28-2020,,2020-01-28 23:00:00,,,California,,,
303,1.0,United States,01-28-2020,,2020-01-28 23:00:00,,,Arizona,,,
304,7.0,Japan,01-28-2020,,2020-01-28 23:00:00,,,NA,1.0,,
305,14.0,Thailand,01-28-2020,,2020-01-28 23:00:00,,,NA,5.0,,
306,4.0,South Korea,01-28-2020,,2020-01-28 23:00:00,,,NA,,,
307,7.0,Singapore,01-28-2020,,2020-01-28 23:00:00,,,NA,,,
308,2.0,Vietnam,01-28-2020,,2020-01-28 23:00:00,,,NA,,,
309,4.0,France,01-28-2020,,2020-01-28 23:00:00,,,NA,,,
310,1.0,Nepal,01-28-2020,,2020-01-28 23:00:00,,,NA,,,
311,4.0,Malaysia,01-28-2020,,2020-01-28 23:00:00,,,NA,,,
312,1.0,Canada,01-28-2020,,2020-01-28 23:00:00,,,Ontario,,,
313,1.0,Canada,01-28-2020,,2020-01-28 23:00:00,,,British Columbia,,,
314,1.0,Cambodia,01-28-2020,,2020-01-28 23:00:00,,,NA,,,
315,1.0,Sri Lanka,01-28-2020,,2020-01-28 23:00:00,,,NA,,,
316,4.0,Australia,01-28-2020,,2020-01-28 23:00:00,,,New South Wales,,,
317,1.0,Australia,01-28-2020,,2020-01-28 23:00:00,,,Victoria,,,
318,4.0,Germany,01-28-2020,,2020-01-28 23:00:00,,,Bavaria,,,
319,3554.0,China,01-29-2020,125.0,2020-01-29 19:30:00,,,Hubei,88.0,3341.0,213.0
320,296.0,China,01-29-2020,,2020-01-29 19:30:00,,,Zhejiang,3.0,,
321,277.0,China,01-29-2020,,2020-01-29 19:30:00,,,Guangdong,5.0,,
322,221.0,China,01-29-2020,,2020-01-29 19:30:00,,,Hunan,,,
323,206.0,China,01-29-2020,2.0,2020-01-29 19:30:00,,,Henan,1.0,203.0,3.0
324,152.0,China,01-29-2020,,2020-01-29 19:30:00,,,Anhui,2.0,,
325,147.0,China,01-29-2020,,2020-01-29 19:30:00,,,Chongqing,1.0,,
326,130.0,China,01-29-2020,,2020-01-29 19:30:00,,,Shandong,1.0,,
327,111.0,China,01-29-2020,1.0,2020-01-29 19:30:00,,,Beijing,4.0,106.0,5.0
328,109.0,China,01-29-2020,,2020-01-29 19:30:00,,,Jiangxi,3.0,,
329,108.0,China,01-29-2020,1.0,2020-01-29 19:30:00,,,Sichuan,1.0,106.0,2.0
330,99.0,China,01-29-2020,,2020-01-29 19:30:00,,,Jiangsu,1.0,,
331,96.0,China,01-29-2020,1.0,2020-01-29 19:30:00,,,Shanghai,5.0,90.0,6.0
332,84.0,China,01-29-2020,,2020-01-29 19:30:00,,,Fujian,,,
333,58.0,China,01-29-2020,,2020-01-29 19:30:00,,,Guangxi,2.0,,
334,56.0,China,01-29-2020,,2020-01-29 19:30:00,,,Shaanxi,,,
335,55.0,China,01-29-2020,,2020-01-29 19:30:00,,,Yunnan,,,
336,48.0,China,01-29-2020,1.0,2020-01-29 19:30:00,,,Hebei,,,
337,43.0,China,01-29-2020,1.0,2020-01-29 19:30:00,,,Hainan,,,
338,39.0,China,01-29-2020,,2020-01-29 19:30:00,,,Liaoning,1.0,,
